latitude,longitude,elevation,time (IST),temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),windspeed_10m (km/h),winddirection_10m (°),direct_radiation (W/m²),soil_moisture_28_to_100cm (m³/m³),soil_temperature_28_to_100cm (°C),surface_pressure (hPa),wind_gusts_10m (km/h),direct_radiation_instant (W/m²)
20.56239,74.395164,503.0,2024-11-05T09:00,26.7,54.0,0.0,2.0,207.0,342.0,0.397,26.5,959.3,12.2,401.2
20.56239,74.395164,503.0,2024-11-05T10:00,28.6,47.0,0.0,4.5,127.0,509.0,0.397,26.5,959.5,15.5,557.2
20.56239,74.395164,503.0,2024-11-05T11:00,30.0,37.0,0.0,7.1,109.0,625.0,0.397,26.4,958.8,20.2,652.7
20.56239,74.395164,503.0,2024-11-05T12:00,30.5,35.0,0.0,6.7,99.0,678.0,0.396,26.4,957.8,20.5,680.6
20.56239,74.395164,503.0,2024-11-05T13:00,30.8,36.0,0.0,5.9,102.0,663.0,0.396,26.4,956.9,20.2,639.8
20.56239,74.395164,503.0,2024-11-05T14:00,31.1,35.0,0.0,6.2,100.0,578.0,0.396,26.4,956.0,18.7,532.4
20.56239,74.395164,503.0,2024-11-05T15:00,31.0,34.0,0.0,8.3,84.0,436.0,0.396,26.4,955.6,19.1,375.3
20.56239,74.395164,503.0,2024-11-05T16:00,30.2,34.0,0.0,11.4,67.0,255.0,0.395,26.4,955.8,22.0,192.0
20.56239,74.395164,503.0,2024-11-05T17:00,27.9,43.0,0.0,8.9,66.0,80.0,0.395,26.5,956.0,21.6,34.0
20.56239,74.395164,503.0,2024-11-05T18:00,26.0,47.0,0.0,8.0,56.0,2.0,0.395,26.5,956.4,13.7,0.0
20.56239,74.395164,503.0,2024-11-05T19:00,24.1,55.0,0.0,7.1,80.0,0.0,0.395,26.5,956.8,13.3,0.0
20.56239,74.395164,503.0,2024-11-05T20:00,23.5,60.0,0.0,7.5,48.0,0.0,0.395,26.5,957.5,12.2,0.0
20.56239,74.395164,503.0,2024-11-05T21:00,22.1,65.0,0.0,4.9,321.0,0.0,0.395,26.5,957.4,8.6,0.0
20.56239,74.395164,503.0,2024-11-05T22:00,21.2,71.0,0.0,4.8,290.0,0.0,0.395,26.5,957.5,7.2,0.0
20.56239,74.395164,503.0,2024-11-05T23:00,20.3,73.0,0.0,5.0,244.0,0.0,0.395,26.5,957.2,6.5,0.0
20.56239,74.395164,503.0,2024-11-06T00:00,20.0,72.0,0.0,4.5,268.0,0.0,0.395,26.5,956.9,7.6,0.0
20.56239,74.395164,503.0,2024-11-06T01:00,19.8,71.0,0.0,6.2,287.0,0.0,0.395,26.5,956.7,10.8,0.0
20.56239,74.395164,503.0,2024-11-06T02:00,19.0,73.0,0.0,5.3,288.0,0.0,0.395,26.5,956.0,11.2,0.0
20.56239,74.395164,503.0,2024-11-06T03:00,18.2,77.0,0.0,5.2,284.0,0.0,0.395,26.5,955.7,9.0,0.0
20.56239,74.395164,503.0,2024-11-06T04:00,17.8,77.0,0.0,4.9,287.0,0.0,0.395,26.5,955.9,7.6,0.0
20.56239,74.395164,503.0,2024-11-06T05:00,17.7,75.0,0.0,4.3,292.0,0.0,0.395,26.5,956.2,7.6,0.0
20.56239,74.395164,503.0,2024-11-06T06:00,18.0,75.0,0.0,6.2,291.0,0.0,0.395,26.5,957.4,7.9,0.0
20.56239,74.395164,503.0,2024-11-06T07:00,20.2,65.0,0.0,2.5,278.0,21.0,0.395,26.5,958.8,7.2,45.1
20.56239,74.395164,503.0,2024-11-06T08:00,23.8,57.0,0.0,1.5,306.0,158.0,0.394,26.5,960.0,8.6,213.2
20.56239,74.395164,503.0,2024-11-06T09:00,26.5,50.0,0.0,3.4,58.0,347.0,0.394,26.5,960.7,12.6,407.3
20.56239,74.395164,503.0,2024-11-06T10:00,28.6,43.0,0.0,8.1,77.0,515.0,0.394,26.5,960.5,20.5,564.0
20.56239,74.395164,503.0,2024-11-06T11:00,29.9,35.0,0.0,8.9,81.0,634.0,0.394,26.5,960.0,23.0,662.2
20.56239,74.395164,503.0,2024-11-06T12:00,30.7,32.0,0.0,8.2,75.0,689.0,0.394,26.5,958.9,23.0,691.7
20.56239,74.395164,503.0,2024-11-06T13:00,31.2,30.0,0.0,8.6,60.0,674.0,0.393,26.5,958.0,22.3,650.4
20.56239,74.395164,503.0,2024-11-06T14:00,31.3,29.0,0.0,10.4,44.0,591.0,0.393,26.5,957.4,23.8,544.2
20.56239,74.395164,503.0,2024-11-06T15:00,30.9,28.0,0.0,12.4,34.0,449.0,0.393,26.5,956.9,25.6,386.3
20.56239,74.395164,503.0,2024-11-06T16:00,29.9,30.0,0.0,12.0,35.0,267.0,0.392,26.5,956.8,25.6,200.7
20.56239,74.395164,503.0,2024-11-06T17:00,27.2,39.0,0.0,7.6,47.0,83.0,0.392,26.5,956.6,22.0,34.8
20.56239,74.395164,503.0,2024-11-06T18:00,24.5,46.0,0.0,7.1,63.0,2.0,0.391,26.5,956.9,12.2,0.0
20.56239,74.395164,503.0,2024-11-06T19:00,22.6,57.0,0.0,9.6,70.0,0.0,0.391,26.5,957.3,11.2,0.0
20.56239,74.395164,503.0,2024-11-06T20:00,24.3,50.0,0.0,5.8,30.0,0.0,0.391,26.5,958.0,12.2,0.0
20.56239,74.395164,503.0,2024-11-06T21:00,21.1,65.0,0.0,5.6,301.0,0.0,0.391,26.5,957.7,6.8,0.0
20.56239,74.395164,503.0,2024-11-06T22:00,20.3,67.0,0.0,4.3,275.0,0.0,0.391,26.5,957.6,7.2,0.0
20.56239,74.395164,503.0,2024-11-06T23:00,19.3,71.0,0.0,4.5,270.0,0.0,0.391,26.5,957.2,6.8,0.0
20.56239,74.395164,503.0,2024-11-07T00:00,18.8,73.0,0.0,4.5,272.0,0.0,0.391,26.5,957.0,6.8,0.0
20.56239,74.395164,503.0,2024-11-07T01:00,18.4,74.0,0.0,4.0,265.0,0.0,0.391,26.5,956.6,6.1,0.0
20.56239,74.395164,503.0,2024-11-07T02:00,18.1,74.0,0.0,4.2,277.0,0.0,0.391,26.5,956.0,6.1,0.0
20.56239,74.395164,503.0,2024-11-07T03:00,17.8,74.0,0.0,4.6,281.0,0.0,0.391,26.5,955.9,6.5,0.0
20.56239,74.395164,503.0,2024-11-07T04:00,17.8,73.0,0.0,4.7,293.0,0.0,0.391,26.5,955.8,7.2,0.0
20.56239,74.395164,503.0,2024-11-07T05:00,17.3,75.0,0.0,5.0,283.0,0.0,0.391,26.5,956.2,7.2,0.0
20.56239,74.395164,503.0,2024-11-07T06:00,18.4,74.0,0.0,1.6,270.0,0.0,0.392,26.5,957.1,4.7,0.0
20.56239,74.395164,503.0,2024-11-07T07:00,20.4,68.0,0.0,1.6,297.0,21.0,0.392,26.5,958.3,2.9,45.1
20.56239,74.395164,503.0,2024-11-07T08:00,23.4,61.0,0.0,1.2,333.0,156.0,0.392,26.5,959.5,8.3,210.9
20.56239,74.395164,503.0,2024-11-07T09:00,26.0,53.0,0.0,3.4,90.0,344.0,0.392,26.5,960.1,12.6,404.0
20.56239,74.395164,503.0,2024-11-07T10:00,28.0,44.0,0.0,6.5,96.0,512.0,0.392,26.4,960.0,18.4,560.9
20.56239,74.395164,503.0,2024-11-07T11:00,29.2,39.0,0.0,7.2,109.0,629.0,0.392,26.4,959.5,20.9,657.1
20.56239,74.395164,503.0,2024-11-07T12:00,29.8,37.0,0.0,5.7,108.0,681.0,0.391,26.4,958.4,20.9,683.7
20.56239,74.395164,503.0,2024-11-07T13:00,30.4,35.0,0.0,4.6,99.0,665.0,0.391,26.4,957.4,18.7,641.7
20.56239,74.395164,503.0,2024-11-07T14:00,30.7,34.0,0.0,4.9,90.0,581.0,0.391,26.4,956.7,16.9,534.9
20.56239,74.395164,503.0,2024-11-07T15:00,30.9,33.0,0.0,7.0,67.0,438.0,0.391,26.4,956.4,17.3,376.7
20.56239,74.395164,503.0,2024-11-07T16:00,30.0,32.0,0.0,11.0,55.0,258.0,0.39,26.4,956.4,20.9,193.7
20.56239,74.395164,503.0,2024-11-07T17:00,27.5,42.0,0.0,8.1,59.0,80.0,0.39,26.4,956.5,20.9,33.2
20.56239,74.395164,503.0,2024-11-07T18:00,24.9,48.0,0.0,7.3,54.0,2.0,0.389,26.4,956.8,13.7,0.0
20.56239,74.395164,503.0,2024-11-07T19:00,23.8,54.0,0.0,7.6,52.0,0.0,0.389,26.4,957.3,12.2,0.0
20.56239,74.395164,503.0,2024-11-07T20:00,22.1,64.0,0.0,8.7,60.0,0.0,0.389,26.4,957.6,12.2,0.0
20.56239,74.395164,503.0,2024-11-07T21:00,22.8,61.0,0.0,7.8,50.0,0.0,0.389,26.4,958.1,11.9,0.0
20.56239,74.395164,503.0,2024-11-07T22:00,23.6,58.0,0.0,5.2,358.0,0.0,0.389,26.4,958.6,9.4,0.0
20.56239,74.395164,503.0,2024-11-07T23:00,22.1,64.0,0.0,1.7,288.0,0.0,0.389,26.4,958.0,6.1,0.0
20.56239,74.395164,503.0,2024-11-08T00:00,20.0,72.0,0.0,3.6,273.0,0.0,0.389,26.4,957.3,5.8,0.0
20.56239,74.395164,503.0,2024-11-08T01:00,19.6,73.0,0.0,4.4,277.0,0.0,0.389,26.4,956.9,8.6,0.0
20.56239,74.395164,503.0,2024-11-08T02:00,18.8,77.0,0.0,5.5,279.0,0.0,0.389,26.4,956.2,9.7,0.0
20.56239,74.395164,503.0,2024-11-08T03:00,18.5,79.0,0.0,6.0,280.0,0.0,0.389,26.4,955.9,10.8,0.0
20.56239,74.395164,503.0,2024-11-08T04:00,18.2,81.0,0.0,5.8,279.0,0.0,0.389,26.4,955.8,10.8,0.0
20.56239,74.395164,503.0,2024-11-08T05:00,18.0,82.0,0.0,5.3,282.0,0.0,0.389,26.4,956.1,10.4,0.0
20.56239,74.395164,503.0,2024-11-08T06:00,17.8,85.0,0.0,4.2,280.0,0.0,0.39,26.4,957.0,8.6,0.0
20.56239,74.395164,503.0,2024-11-08T07:00,19.2,81.0,0.0,5.7,281.0,19.0,0.39,26.4,958.0,10.4,40.9
20.56239,74.395164,503.0,2024-11-08T08:00,23.1,67.0,0.0,2.9,266.0,151.0,0.39,26.4,959.3,11.5,204.5
20.56239,74.395164,503.0,2024-11-08T09:00,25.8,57.0,0.0,2.1,121.0,337.0,0.39,26.4,960.0,11.5,396.1
20.56239,74.395164,503.0,2024-11-08T10:00,27.8,49.0,0.0,6.2,100.0,503.0,0.39,26.4,959.8,18.4,551.2
20.56239,74.395164,503.0,2024-11-08T11:00,29.2,43.0,0.0,9.0,85.0,620.0,0.389,26.4,959.0,23.4,647.8
20.56239,74.395164,503.0,2024-11-08T12:00,30.3,37.0,0.0,10.7,74.0,672.0,0.389,26.4,957.9,25.9,674.7
20.56239,74.395164,503.0,2024-11-08T13:00,30.7,34.0,0.0,13.4,66.0,658.0,0.389,26.4,957.0,29.5,634.9
20.56239,74.395164,503.0,2024-11-08T14:00,30.6,34.0,0.0,13.8,63.0,577.0,0.388,26.4,956.3,29.9,531.2
20.56239,74.395164,503.0,2024-11-08T15:00,30.2,35.0,0.0,13.7,63.0,436.0,0.388,26.4,956.1,29.5,374.8
20.56239,74.395164,503.0,2024-11-08T16:00,29.3,37.0,0.0,13.2,68.0,255.0,0.388,26.4,956.2,28.1,191.2
20.56239,74.395164,503.0,2024-11-08T17:00,27.3,44.0,0.0,8.5,83.0,78.0,0.388,26.4,956.4,24.8,32.0
20.56239,74.395164,503.0,2024-11-08T18:00,25.1,53.0,0.0,6.7,84.0,1.0,0.387,26.4,956.7,12.2,0.0
20.56239,74.395164,503.0,2024-11-08T19:00,23.5,64.0,0.0,9.1,72.0,0.0,0.387,26.4,956.9,11.2,0.0
20.56239,74.395164,503.0,2024-11-08T20:00,23.8,61.0,0.0,4.1,167.0,0.0,0.387,26.4,957.6,10.4,0.0
20.56239,74.395164,503.0,2024-11-08T21:00,22.2,68.0,0.0,5.3,198.0,0.0,0.387,26.4,957.8,7.9,0.0
20.56239,74.395164,503.0,2024-11-08T22:00,21.4,71.0,0.0,4.6,259.0,0.0,0.387,26.4,957.6,7.9,0.0
20.56239,74.395164,503.0,2024-11-08T23:00,21.6,68.0,0.0,3.6,303.0,0.0,0.387,26.4,957.4,7.9,0.0
20.56239,74.395164,503.0,2024-11-09T00:00,20.5,73.0,0.0,4.4,297.0,0.0,0.387,26.4,956.9,9.0,0.0
20.56239,74.395164,503.0,2024-11-09T01:00,19.6,76.0,0.0,6.3,272.0,0.0,0.387,26.4,956.5,10.1,0.0
20.56239,74.395164,503.0,2024-11-09T02:00,19.5,76.0,0.0,8.7,284.0,0.0,0.387,26.4,956.0,14.8,0.0
20.56239,74.395164,503.0,2024-11-09T03:00,19.4,76.0,0.0,8.3,294.0,0.0,0.387,26.4,955.7,15.5,0.0
20.56239,74.395164,503.0,2024-11-09T04:00,19.0,78.0,0.0,6.7,276.0,0.0,0.387,26.4,955.6,14.0,0.0
20.56239,74.395164,503.0,2024-11-09T05:00,18.7,79.0,0.0,6.7,267.0,0.0,0.387,26.4,955.9,11.5,0.0
20.56239,74.395164,503.0,2024-11-09T06:00,18.0,86.0,0.0,4.7,274.0,0.0,0.391,26.4,956.9,8.3,0.0
20.56239,74.395164,503.0,2024-11-09T07:00,19.2,81.0,0.0,7.1,261.0,19.0,0.391,26.4,957.9,12.6,40.9
20.56239,74.395164,503.0,2024-11-09T08:00,23.4,67.0,0.0,4.0,270.0,148.0,0.391,26.4,959.4,13.3,200.8
20.56239,74.395164,503.0,2024-11-09T09:00,26.5,52.0,0.0,0.9,281.0,332.0,0.39,26.4,960.1,11.9,390.4
20.56239,74.395164,503.0,2024-11-09T10:00,28.3,42.0,0.0,3.8,93.0,497.0,0.39,26.4,960.1,14.4,544.8
20.56239,74.395164,503.0,2024-11-09T11:00,29.6,36.0,0.0,7.9,77.0,613.0,0.39,26.4,959.5,21.6,640.6
20.56239,74.395164,503.0,2024-11-09T12:00,30.3,33.0,0.0,9.7,68.0,648.0,0.39,26.4,958.4,24.1,650.6
20.56239,74.395164,503.0,2024-11-09T13:00,30.6,30.0,0.0,12.9,53.0,642.0,0.389,26.4,957.4,28.4,619.4
20.56239,74.395164,503.0,2024-11-09T14:00,30.4,31.0,0.0,13.5,54.0,572.0,0.389,26.4,956.8,29.5,526.5
20.56239,74.395164,503.0,2024-11-09T15:00,29.8,33.0,0.0,14.2,64.0,439.0,0.389,26.4,956.4,29.5,377.2
20.56239,74.395164,503.0,2024-11-09T16:00,28.9,36.0,0.0,13.1,78.0,224.0,0.389,26.4,956.4,29.2,167.8
20.56239,74.395164,503.0,2024-11-09T17:00,27.3,40.0,0.0,9.1,99.0,64.0,0.389,26.4,956.7,24.5,25.9
20.56239,74.395164,503.0,2024-11-09T18:00,25.7,45.0,0.0,9.8,96.0,1.0,0.389,26.4,957.1,16.9,0.0
20.56239,74.395164,503.0,2024-11-09T19:00,24.4,50.0,0.0,6.7,117.0,0.0,0.388,26.4,957.4,16.2,0.0
20.56239,74.395164,503.0,2024-11-09T20:00,22.4,63.0,0.0,9.2,116.0,0.0,0.388,26.4,957.5,11.2,0.0
20.56239,74.395164,503.0,2024-11-09T21:00,22.6,60.0,0.0,8.1,118.0,0.0,0.388,26.4,957.7,10.8,0.0
20.56239,74.395164,503.0,2024-11-09T22:00,24.1,50.0,0.0,3.8,221.0,0.0,0.388,26.4,958.0,9.4,0.0
20.56239,74.395164,503.0,2024-11-09T23:00,20.8,64.0,0.0,3.6,273.0,0.0,0.388,26.4,957.0,4.7,0.0
20.56239,74.395164,503.0,2024-11-10T00:00,20.4,64.0,0.0,4.1,293.0,0.0,0.388,26.4,956.7,7.2,0.0
20.56239,74.395164,503.0,2024-11-10T01:00,19.2,69.0,0.0,8.2,285.0,0.0,0.388,26.4,956.1,14.0,0.0
20.56239,74.395164,503.0,2024-11-10T02:00,18.9,69.0,0.0,7.9,291.0,0.0,0.388,26.4,955.6,14.4,0.0
20.56239,74.395164,503.0,2024-11-10T03:00,18.5,70.0,0.0,6.6,286.0,0.0,0.388,26.4,955.6,13.7,0.0
20.56239,74.395164,503.0,2024-11-10T04:00,17.6,76.0,0.0,6.6,253.0,0.0,0.388,26.4,955.7,10.8,0.0
20.56239,74.395164,503.0,2024-11-10T05:00,17.0,79.0,0.0,6.1,258.0,0.0,0.388,26.4,956.1,9.0,0.0
20.56239,74.395164,503.0,2024-11-10T06:00,17.2,81.0,0.0,4.4,282.0,0.0,0.387,26.4,957.1,8.6,0.0
20.56239,74.395164,503.0,2024-11-10T07:00,18.9,74.0,0.0,6.7,272.0,19.0,0.387,26.4,958.4,10.1,41.0
20.56239,74.395164,503.0,2024-11-10T08:00,22.8,63.0,0.0,3.8,265.0,150.0,0.387,26.4,959.7,12.6,204.0
20.56239,74.395164,503.0,2024-11-10T09:00,26.0,48.0,0.0,0.7,14.0,335.0,0.387,26.4,960.5,11.5,394.3
20.56239,74.395164,503.0,2024-11-10T10:00,28.0,39.0,0.0,4.2,85.0,500.0,0.387,26.4,960.6,15.1,548.2
20.56239,74.395164,503.0,2024-11-10T11:00,29.3,34.0,0.0,8.6,78.0,617.0,0.387,26.4,959.6,22.3,644.9
20.56239,74.395164,503.0,2024-11-10T12:00,30.0,31.0,0.0,10.8,69.0,670.0,0.386,26.4,958.5,25.9,672.8
20.56239,74.395164,503.0,2024-11-10T13:00,30.2,30.0,0.0,11.6,60.0,657.0,0.386,26.4,957.5,27.4,633.9
20.56239,74.395164,503.0,2024-11-10T14:00,30.2,30.0,0.0,11.6,55.0,576.0,0.386,26.4,956.8,27.4,530.1
20.56239,74.395164,503.0,2024-11-10T15:00,29.8,29.0,0.0,12.1,55.0,436.0,0.386,26.4,956.6,26.3,374.5
20.56239,74.395164,503.0,2024-11-10T16:00,28.9,30.0,0.0,12.8,61.0,256.0,0.385,26.4,956.8,25.6,191.5
20.56239,74.395164,503.0,2024-11-10T17:00,26.8,36.0,0.0,10.1,73.0,77.0,0.385,26.4,957.0,24.5,30.9
20.56239,74.395164,503.0,2024-11-10T18:00,24.7,41.0,0.0,8.8,62.0,1.0,0.386,26.4,957.0,15.8,0.0
20.56239,74.395164,503.0,2024-11-10T19:00,23.3,47.0,0.0,6.8,73.0,0.0,0.386,26.4,957.1,14.4,0.0
20.56239,74.395164,503.0,2024-11-10T20:00,21.8,55.0,0.0,10.0,82.0,0.0,0.386,26.4,957.3,11.9,0.0
20.56239,74.395164,503.0,2024-11-10T21:00,22.8,50.0,0.0,5.9,55.0,0.0,0.386,26.4,958.0,11.5,0.0
20.56239,74.395164,503.0,2024-11-10T22:00,23.2,48.0,0.0,2.0,265.0,0.0,0.386,26.4,958.0,7.2,0.0
20.56239,74.395164,503.0,2024-11-10T23:00,20.1,61.0,0.0,3.4,273.0,0.0,0.386,26.4,957.2,3.6,0.0
20.56239,74.395164,503.0,2024-11-11T00:00,20.1,59.0,0.0,6.5,289.0,0.0,0.386,26.4,956.9,11.2,0.0
20.56239,74.395164,503.0,2024-11-11T01:00,18.8,65.0,0.0,5.9,272.0,0.0,0.386,26.4,956.4,11.9,0.0
20.56239,74.395164,503.0,2024-11-11T02:00,18.2,68.0,0.0,5.2,268.0,0.0,0.386,26.4,955.9,10.4,0.0
20.56239,74.395164,503.0,2024-11-11T03:00,18.0,69.0,0.0,5.4,291.0,0.0,0.386,26.4,955.8,9.0,0.0
20.56239,74.395164,503.0,2024-11-11T04:00,17.2,74.0,0.0,6.7,289.0,0.0,0.386,26.4,956.0,9.0,0.0
20.56239,74.395164,503.0,2024-11-11T05:00,16.7,77.0,0.0,6.7,268.0,0.0,0.386,26.4,956.1,9.4,0.0
20.56239,74.395164,503.0,2024-11-11T06:00,17.1,77.0,0.0,3.5,279.0,0.0,0.387,26.4,957.3,6.1,0.0
20.56239,74.395164,503.0,2024-11-11T07:00,19.0,71.0,0.0,3.8,265.0,18.0,0.387,26.4,958.5,6.1,38.9
20.56239,74.395164,503.0,2024-11-11T08:00,22.2,61.0,0.0,3.3,264.0,149.0,0.387,26.4,959.5,11.2,203.0
20.56239,74.395164,503.0,2024-11-11T09:00,24.7,52.0,0.0,0.5,45.0,334.0,0.387,26.3,960.1,11.2,393.4
20.56239,74.395164,503.0,2024-11-11T10:00,26.9,45.0,0.0,2.8,140.0,499.0,0.387,26.3,960.1,14.0,547.3
20.56239,74.395164,503.0,2024-11-11T11:00,28.5,37.0,0.0,7.7,102.0,616.0,0.386,26.3,959.3,21.2,643.9
20.56239,74.395164,503.0,2024-11-11T12:00,29.4,33.0,0.0,9.6,84.0,670.0,0.386,26.3,958.0,24.5,672.8
20.56239,74.395164,503.0,2024-11-11T13:00,29.9,30.0,0.0,11.4,71.0,658.0,0.386,26.3,956.9,26.3,634.9
20.56239,74.395164,503.0,2024-11-11T14:00,29.9,29.0,0.0,13.4,63.0,579.0,0.385,26.3,956.1,28.8,532.8
20.56239,74.395164,503.0,2024-11-11T15:00,29.4,30.0,0.0,14.5,59.0,438.0,0.385,26.3,955.7,29.5,376.1
20.56239,74.395164,503.0,2024-11-11T16:00,28.3,34.0,0.0,14.4,58.0,256.0,0.385,26.3,955.8,29.5,191.3
20.56239,74.395164,503.0,2024-11-11T17:00,26.3,40.0,0.0,10.7,53.0,77.0,0.385,26.3,956.0,27.0,30.6
20.56239,74.395164,503.0,2024-11-11T18:00,24.2,47.0,0.0,8.7,48.0,1.0,0.385,26.3,956.2,14.0,0.0
20.56239,74.395164,503.0,2024-11-11T19:00,23.0,52.0,0.0,7.0,48.0,0.0,0.385,26.3,956.9,14.8,0.0
20.56239,74.395164,503.0,2024-11-11T20:00,21.5,61.0,0.0,9.6,53.0,0.0,0.385,26.3,957.1,12.2,0.0
20.56239,74.395164,503.0,2024-11-11T21:00,21.1,62.0,0.0,8.4,28.0,0.0,0.385,26.3,957.3,11.2,0.0
20.56239,74.395164,503.0,2024-11-11T22:00,21.4,59.0,0.0,6.9,30.0,0.0,0.385,26.3,957.7,9.7,0.0
20.56239,74.395164,503.0,2024-11-11T23:00,22.6,53.0,0.0,3.5,15.0,0.0,0.385,26.3,957.3,7.9,0.0
20.56239,74.395164,503.0,2024-11-12T00:00,21.2,58.0,0.0,1.7,283.0,0.0,0.385,26.3,956.7,4.3,0.0
20.56239,74.395164,503.0,2024-11-12T01:00,18.8,68.0,0.0,4.0,280.0,0.0,0.385,26.3,955.8,7.2,0.0
20.56239,74.395164,503.0,2024-11-12T02:00,18.1,72.0,0.0,5.0,283.0,0.0,0.385,26.3,955.6,9.0,0.0
20.56239,74.395164,503.0,2024-11-12T03:00,17.5,75.0,0.0,5.0,296.0,0.0,0.385,26.3,955.3,9.0,0.0
20.56239,74.395164,503.0,2024-11-12T04:00,16.9,77.0,0.0,4.4,282.0,0.0,0.385,26.3,955.3,8.6,0.0
20.56239,74.395164,503.0,2024-11-12T05:00,16.3,81.0,0.0,5.6,285.0,0.0,0.385,26.3,955.4,7.2,0.0
20.56239,74.395164,503.0,2024-11-12T06:00,17.2,79.0,0.0,4.2,290.0,0.0,0.385,26.3,956.6,6.1,0.0
20.56239,74.395164,503.0,2024-11-12T07:00,19.0,72.0,0.0,1.5,210.0,18.0,0.385,26.3,957.8,5.0,38.9
20.56239,74.395164,503.0,2024-11-12T08:00,21.7,64.0,0.0,0.7,90.0,148.0,0.385,26.3,959.0,7.2,202.1
20.56239,74.395164,503.0,2024-11-12T09:00,24.4,55.0,0.0,3.2,93.0,335.0,0.385,26.3,959.7,13.3,394.8
20.56239,74.395164,503.0,2024-11-12T10:00,26.8,47.0,0.0,6.1,114.0,501.0,0.385,26.3,959.9,18.0,549.7
20.56239,74.395164,503.0,2024-11-12T11:00,28.4,36.0,0.0,13.0,101.0,617.0,0.385,26.3,959.0,28.8,645.1
20.56239,74.395164,503.0,2024-11-12T12:00,29.0,34.0,0.0,13.9,94.0,672.0,0.385,26.3,957.8,31.0,674.9
20.56239,74.395164,503.0,2024-11-12T13:00,29.4,33.0,0.0,13.0,87.0,657.0,0.384,26.2,956.8,31.0,633.9
20.56239,74.395164,503.0,2024-11-12T14:00,29.5,33.0,0.0,12.8,75.0,576.0,0.384,26.2,956.0,29.2,530.0
20.56239,74.395164,503.0,2024-11-12T15:00,29.1,33.0,0.0,13.4,72.0,435.0,0.384,26.2,955.6,28.1,373.4
20.56239,74.395164,503.0,2024-11-12T16:00,28.1,37.0,0.0,13.2,70.0,253.0,0.384,26.2,955.6,27.7,188.9
20.56239,74.395164,503.0,2024-11-12T17:00,26.1,43.0,0.0,8.4,70.0,75.0,0.384,26.2,955.8,25.2,29.5
20.56239,74.395164,503.0,2024-11-12T18:00,24.6,45.0,0.0,7.2,51.0,1.0,0.319,26.6,955.3,19.1,0.0
20.56239,74.395164,503.0,2024-11-12T19:00,23.3,51.0,0.0,6.9,45.0,0.0,0.319,26.6,955.8,10.8,0.0
20.56239,74.395164,503.0,2024-11-12T20:00,22.3,55.0,0.0,6.4,58.0,0.0,0.319,26.6,956.5,10.1,0.0
20.56239,74.395164,503.0,2024-11-12T21:00,21.2,60.0,0.0,5.1,100.0,0.0,0.319,26.6,956.9,9.0,0.0
20.56239,74.395164,503.0,2024-11-12T22:00,20.7,63.0,0.0,2.9,101.0,0.0,0.319,26.6,956.9,6.8,0.0
20.56239,74.395164,503.0,2024-11-12T23:00,20.3,65.0,0.0,1.8,53.0,0.0,0.319,26.6,956.3,4.3,0.0
20.56239,74.395164,503.0,2024-11-13T00:00,19.8,66.0,0.0,0.9,360.0,0.0,0.319,26.6,955.6,2.9,0.0
20.56239,74.395164,503.0,2024-11-13T01:00,19.4,68.0,0.0,0.2,270.0,0.0,0.319,26.6,955.1,1.8,0.0
20.56239,74.395164,503.0,2024-11-13T02:00,19.0,69.0,0.0,0.7,256.0,0.0,0.319,26.6,954.3,1.1,0.0
20.56239,74.395164,503.0,2024-11-13T03:00,19.2,68.0,0.0,0.4,270.0,0.0,0.319,26.6,954.2,1.1,0.0
20.56239,74.395164,503.0,2024-11-13T04:00,19.1,69.0,0.0,1.3,360.0,0.0,0.319,26.6,954.3,2.2,0.0
20.56239,74.395164,503.0,2024-11-13T05:00,18.5,72.0,0.0,1.5,14.0,0.0,0.319,26.6,954.6,2.9,0.0
20.56239,74.395164,503.0,2024-11-13T06:00,17.5,75.0,0.0,0.7,284.0,0.0,0.319,26.6,955.2,1.4,0.0
20.56239,74.395164,503.0,2024-11-13T07:00,18.5,73.0,0.0,1.7,283.0,18.0,0.319,26.6,956.3,2.9,39.0
20.56239,74.395164,503.0,2024-11-13T08:00,22.0,59.0,0.0,1.2,309.0,148.0,0.319,26.5,957.7,8.3,202.6
20.56239,74.395164,503.0,2024-11-13T09:00,25.2,48.0,0.0,4.9,94.0,336.0,0.319,26.5,958.4,14.4,396.3
20.56239,74.395164,503.0,2024-11-13T10:00,27.8,34.0,0.0,12.3,101.0,506.0,0.319,26.5,958.4,26.3,555.4
20.56239,74.395164,503.0,2024-11-13T11:00,28.9,30.0,0.0,14.5,105.0,624.0,0.318,26.5,957.7,31.0,652.6
20.56239,74.395164,503.0,2024-11-13T12:00,29.6,27.0,0.0,14.5,104.0,677.0,0.318,26.5,956.7,31.3,680.0
20.56239,74.395164,503.0,2024-11-13T13:00,30.1,24.0,0.0,14.0,103.0,664.0,0.318,26.5,955.6,31.3,640.7
20.56239,74.395164,503.0,2024-11-13T14:00,30.2,23.0,0.0,12.8,105.0,585.0,0.318,26.5,954.7,30.2,538.2
20.56239,74.395164,503.0,2024-11-13T15:00,29.8,26.0,0.0,11.9,105.0,442.0,0.318,26.5,954.2,27.7,379.3
20.56239,74.395164,503.0,2024-11-13T16:00,29.0,31.0,0.0,12.2,98.0,255.0,0.318,26.5,954.2,24.8,190.2
